smiles,martini_bead,dg_wo_aa,dg_wo_cg,apka,bpka,acidity,log_perm_coeff,n_atoms
COC=CNC(N)=N,Na_P4,1.098,1.628,NOT,11.56,B,-8.2,8
COC=CNC(N)=O,Na_P4,1.359,1.628,13.70,-4.74,A,-4.762,8
CCN=CNC(C)=C,C5_Nd,-2.073,-2.251,NOT,10.48,B,-2.961,8
CCN=CNC(N)=N,C5_P4,0.865,0.566,NOT,11.20,B,-6.042,8
CCN=CNC(N)=O,Nd_P3,1.139,1.511,11.70,4.60,B,-3.931,8
CNN=CNC(C)=N,P3_Nd,1.167,1.511,18.21,9.67,B,-6.178,8
CNN=CNC(C)=O,P3_Na,1.126,1.511,11.48,0.77,A,-4.203,8
CNN=CNC(N)=N,P2_P4,2.114,3.143,18.20,10.78,B,-8.937,8
CON=CNC(C)=C,P2_C4,-1.016,-1.503,NOT,6.09,B,-0.372,8
CON=CNC(C)=N,P2_Nd,0.329,0.325,NOT,8.69,B,-4.444,8
CON=CNC(C)=O,P1_P2,1.249,1.46,11.21,-3.02,A,-3.821,8
CON=CNC(N)=O,P1_P4,1.908,2.763,11.14,-1.37,A,-5.132,8
CCC=NNC(C)=N,Nd_Nd,-1.18,-1.19,19.55,7.40,B,-2.174,8
CC(=N)NN=CCN,Nd_P3,1.139,1.511,19.45,7.77,B,-4.3,8
CCC=NNC(C)=O,Nd_Na,-1.002,-1.19,11.98,2.72,A,-1.883,8
CC(=O)NN=CCN,Na_P3,1.016,1.511,11.94,8.44,B,-5.237,8
CC(=O)NN=CCO,Na_P2,0.549,0.325,11.91,1.41,A,-3.237,8
NCC=NNC(N)=N,P2_P2,1.839,1.84,18.10,9.91,B,-6.802,8
NC(=N)NN=CCF,P4_C5,0.906,0.566,17.85,9.77,B,-5.043,8
CCC=NNC(N)=O,C3_P4,-0.549,-0.707,11.97,2.36,A,-1.587,8
NCC=NNC(N)=O,P2_P1,1.633,1.46,11.93,8.44,B,-4.86,8
CCC=COC(C)=C,C5_C4,-4.159,-4.08,NOT,-5.15,N,0.45,8
CC(=C)OC=CCN,C5_P1,-1.235,-1.116,NOT,9.58,B,-2.66,8
CC(=C)OC=CCO,C5_P1,-1.524,-1.116,15.54,-2.56,A,-0.522,8
CC(=C)OC=CCF,C4_Na,-2.663,-3.019,NOT,-5.16,N,0.336,8
CCC=COC(C)=O,C5_Na,-2.169,-2.251,NOT,-7.12,N,-0.062,8
CC(=O)OC=CCN,Na_P2,0.22,0.325,NOT,9.58,B,-5.406,8
CC(=O)OC=CCF,Na_Na,-1.4,-1.19,NOT,-7.12,N,-2.22,8
COC=COC(C)=C,Na_Na,-2.279,-1.19,NOT,-4.65,N,-2.22,8
CNN=COC(C)=O,P2_Na,0.357,0.325,18.55,1.25,B,-3.237,8
CON=COC(C)=C,P2_C4,-1.524,-1.503,NOT,1.52,B,-0.375,8
CCC=NOC(C)=O,Na_Na,-1.702,-1.19,NOT,2.32,B,-2.22,8
CC(=O)ON=CCO,Na_P2,0.453,0.325,14.87,1.03,B,-3.237,8
CC(=O)ON=CCF,P2_C5,-0.631,-0.736,19.10,0.45,B,-1.086,8
NCC=NOC(N)=N,P1_P3,2.196,2.646,NOT,8.15,B,-5.468,8
NC(=N)ON=CCF,P3_C5,0.563,0.449,19.11,7.06,B,-2.005,8
NC(=O)ON=CCF,P3_C5,0.81,0.449,13.45,0.09,A,-2.006,8
CC(=C)CC=CC=C,C4_C4,-4.791,-4.847,NOT,NOT,N,0.527,8
CC(=C)CC=CC=O,C4_Na,-2.237,-3.019,NOT,-4.39,N,0.336,8
CC(=C)CC=CC#N,C4_N0,-2.43,-3.432,NOT,NOT,N,0.435,8
CC(=O)CC=CC=C,P1_C4,-1.702,-1.883,16.26,-7.36,N,-0.063,8
CC(=O)CC=CC=O,Na_Na,-1.331,-1.19,15.23,-4.69,A,-2.22,8
CC(=O)CC=CC#N,P1_N0,-0.851,-0.468,15.03,-7.36,A,-1.534,8
NC(=N)CC=CC=O,P2_Na,0.302,0.325,NOT,12.47,B,-7.907,8
NC(=N)CC=CC#N,P2_N0,-0.11,-0.088,NOT,12.46,B,-6.82,8
OC(=O)CC=CC=C,P1_C4,-1.688,-1.883,4.82,NOT,A,-2.523,8
FC(=C)CC=CC=C,C5_C4,-4.187,-4.08,NOT,NOT,N,0.45,8
FC(=C)CC=CC=O,C5_Na,-1.565,-2.251,NOT,-4.63,N,-0.062,8
FC(=C)CC=CC#N,C5_N0,-2.471,-2.665,NOT,NOT,N,0.516,8
FC(=C)CC=NN=C,C5_N0,-2.32,-2.665,NOT,-1.59,B,0.516,8
CC(=N)NC=CC=C,Nd_Nd,-1.18,-1.19,NOT,12.15,B,-6.753,8
CC(=N)NC=CC=O,P2_Na,0.439,0.325,19.40,11.52,B,-7.206,8
CC(=O)NC=CC=C,Na_Nd,-0.92,-1.19,14.17,-5.13,A,-1.883,8
CC(=O)NC=CC=O,P2_Na,0.631,0.325,14.04,-4.49,A,-3.237,8
NC(=N)NC=CC=O,P4_Na,1.716,1.628,19.24,11.63,B,-8.222,8
NC(=O)NC=CC=O,P4_Na,1.551,1.628,13.95,-4.57,A,-4.762,8
CC(=N)N=CNC=N,Nd_P4,1.51,1.628,18.72,8.79,B,-6.259,8
CC(=O)NC=NC=N,P2_P2,1.373,1.84,11.61,3.10,A,-4.307,8
CC(=O)N=CNC=O,Na_P3,1.592,1.511,11.68,-3.19,A,-4.203,8
NC(=N)N=CNC=N,P2_P3,2.484,3.026,18.76,13.66,B,-9.311,8
NC(=N)N=CNC=O,P4_P3,2.937,4.328,10.08,15.00,B,-10.249,8
NC(=O)NC=NC=N,P4_P2,2.114,3.143,11.54,4.74,B,-5.95,8
NC(=O)N=CNC=O,P2_P3,2.869,3.026,11.63,-1.21,A,-5.188,8
NC(=N)NC=NN=C,P4_N0,1.057,1.214,19.02,10.15,B,-6.326,8
CC(=O)NN=CC=C,Na_Nd,-0.796,-1.19,11.91,2.97,B,-1.883,8
NC(=N)NN=CC=O,P4_Na,1.098,1.628,16.06,9.49,B,-6.763,8
NC(=O)NN=CC=C,P4_C4,-0.371,-0.201,11.90,2.61,A,-2.182,8
CC(=C)OC=CC=C,C4_Na,-3.898,-3.019,NOT,-5.16,N,0.336,8
CC(=C)OC=CC=O,C5_Na,-1.524,-2.251,NOT,-4.97,N,-0.062,8
CC(=C)OC=CC#N,C4_P2,-1.99,-1.503,NOT,-5.20,N,-0.375,8
CC(=O)OC=CC=C,P1_C4,-1.99,-1.883,NOT,-7.12,N,-0.063,8
CC(=O)OC=CC#N,P1_N0,-0.769,-0.468,NOT,-7.12,N,-1.534,8
CC(=C)OC=NN=C,Na_N0,-1.812,-1.604,NOT,-1.59,B,-1.176,8
CC(=O)ON=CC=C,Na_Na,-1.524,-1.19,NOT,2.84,B,-2.22,8
CC(=O)ON=CC=O,Na_P1,-0.041,-0.055,NOT,-1.19,B,-2.535,8
CC(=C)CC=CC#C,C4_C4,-3.692,-4.847,NOT,NOT,N,0.527,8
FC(=C)CC=CC#C,C5_N0,-2.965,-2.665,NOT,NOT,N,0.516,8
NC(=N)NC=CC#C,P4_N0,0.81,1.214,NOT,11.74,B,-7.107,8
CC(=C)OC=CC#C,Na_N0,-2.457,-1.604,NOT,-5.19,N,-1.176,8
CC(=O)OC=CC#C,Na_N0,-1.235,-1.604,NOT,-7.12,N,-1.176,8
CCC#CCC(C)C,C5_C3,-5.024,-4.587,NOT,NOT,N,0.477,8
CC(C)CC#CCN,C3_P2,-2.045,-2.01,NOT,8.91,B,-1.541,8
CC(C)CC#CCO,C3_P2,-2.004,-2.01,13.55,-3.43,A,-0.152,8
CC(C)CC#CCF,C3_Na,-4.104,-3.525,NOT,NOT,N,0.446,8
CCC#CCC(C)N,C5_Nd,-2.237,-2.251,NOT,10.08,B,-2.568,8
CC(N)CC#CCO,Nd_P2,0.302,0.325,13.55,10.05,B,-5.788,8
CC(N)CC#CCF,Nd_Na,-1.853,-1.19,NOT,10.05,B,-4.525,8
CCC#CCC(C)O,C5_Nda,-2.182,-2.251,16.97,-1.94,B,0.047,8
CC(O)CC#CCN,Nda_P2,0.261,0.325,16.91,8.90,B,-4.81,8
CC(O)CC#CCO,Nda_P2,0.357,0.325,13.54,-1.99,A,-3.314,8
CC(O)CC#CCF,Nda_Na,-0.851,-1.19,16.84,-2.00,N,-1.991,8
CCC#CCC(C)F,C3_C5,-3.692,-4.587,NOT,NOT,N,0.477,8
CC(F)CC#CCN,C5_P2,-1.235,-0.736,NOT,8.90,B,-2.578,8
CC(F)CC#CCO,C5_P2,-1.016,-0.736,13.54,-3.44,A,-1.086,8
CC(F)CC#CCF,C5_Na,-2.745,-2.251,NOT,NOT,N,-0.062,8
CCC#CCC(F)F,C3_N0,-3.281,-3.939,14.35,NOT,A,0.365,8
OCC#CCC(F)F,P1_C5,-0.92,-1.116,13.39,-3.44,A,-0.522,8
FCC#CCC(F)F,Na_N0,-2.073,-1.604,13.91,NOT,A,-1.176,8
CCC#CCN(C)C,C3_P1,-2.306,-2.39,NOT,8.35,B,-0.324,8
CN(C)CC#CCF,P1_C5,-0.975,-1.116,NOT,8.21,B,-1.301,8
CC(C)CC#CC=C,C3_N0,-4.516,-3.939,NOT,NOT,N,0.365,8
CC(C)CC#CC=O,C3_P1,-3.185,-2.39,NOT,-5.79,N,0.285,8
CC(N)CC#CC=C,P1_C4,-2.128,-1.883,NOT,10.04,B,-2.565,8
CC(O)CC#CC=C,P1_C4,-1.702,-1.883,16.87,-1.98,B,-0.063,8
CC(O)CC#CC#N,P1_N0,-0.659,-0.468,15.92,-2.40,A,-1.534,8
CC(F)CC#CC=C,C5_N0,-2.69,-2.665,19.06,NOT,N,0.516,8
CC(F)CC#CC=O,C5_P1,-2.196,-1.116,17.87,-6.02,N,-0.522,8
FC(F)CC#CC=C,N0_C4,-2.43,-3.432,12.83,NOT,A,0.435,8
FC(F)CC#CC=O,N0_C5,-1.826,-2.665,11.92,-6.26,A,0.516,8
FC(F)CC#CC#N,N0_N0,-1.743,-2.017,11.43,NOT,A,-0.05,8
CN(C)CC#CC=C,P1_C4,-1.565,-1.883,NOT,8.24,B,-0.793,8
CN(C)CC#CC=O,P1_C5,-1.071,-1.116,NOT,7.03,B,-0.507,8
CN(C)CC#CC#N,P1_N0,-0.59,-0.468,NOT,6.54,B,-1.533,8
CC(C)CC#CC#C,C3_C4,-4.557,-5.354,NOT,NOT,N,0.47,8
CC(N)CC#CC#C,P1_C4,-1.647,-1.883,NOT,9.98,B,-2.507,8
CC(O)CC#CC#C,P1_C4,-1.469,-1.883,16.49,-2.15,N,-0.063,8
CC(F)CC#CC#C,C5_C4,-3.39,-4.08,18.06,NOT,N,0.45,8
FC(F)CC#CC#C,N0_C4,-2.32,-3.432,12.07,NOT,A,0.435,8
CN(C)CC#CC#C,P1_C4,-1.798,-1.883,NOT,7.82,B,-0.386,8
CCC#CCC(C)=C,C5_C4,-4.036,-4.08,NOT,NOT,N,0.45,8
CC(=C)CC#CCN,C4_P2,-1.277,-1.503,NOT,8.89,B,-1.825,8
CC(=C)CC#CCO,C4_P2,-1.661,-1.503,13.60,-3.41,A,-0.375,8
CC(=C)CC#CCF,C4_Na,-2.924,-3.019,NOT,NOT,N,0.336,8
CCC#CCC(C)=O,C3_Na,-2.773,-3.525,16.02,-7.53,N,0.446,8
CCC#CCC(N)=N,C5_P2,-1.167,-0.736,NOT,11.21,B,-4.807,8
NCC#CCC(N)=N,P2_P2,1.482,1.84,NOT,11.19,B,-8.003,8
NC(=N)CC#CCO,P2_P2,1.414,1.84,13.59,11.17,B,-7.985,8
CCC#CCC(N)=O,C5_P2,-0.755,-0.736,16.22,-4.60,N,-1.086,8
NCC#CCC(N)=O,P2_P2,1.414,1.84,16.03,8.58,B,-5.486,8
NC(=O)CC#CCO,P2_P2,1.359,1.84,13.58,-3.42,A,-4.307,8
NC(=O)CC#CCF,P2_Na,0.604,0.325,15.34,-4.60,A,-3.237,8
CCC#CCC(O)=O,C3_P1,-1.702,-2.39,4.26,NOT,A,-2.465,8
NCC#CCC(O)=O,P2_P1,2.745,1.46,3.73,8.91,Z,-8.999,8
CCC#CCC(F)=C,C3_C5,-3.624,-4.587,NOT,NOT,N,0.477,8
NCC#CCC(F)=C,P2_C5,-0.961,-0.736,NOT,8.89,B,-2.568,8
OCC#CCC(F)=C,P2_C5,-0.741,-0.736,13.59,-3.42,A,-1.086,8
FCC#CCC(F)=C,Na_C5,-2.402,-2.251,NOT,NOT,N,-0.062,8
CC(=C)CC#CC=C,C4_N0,-3.706,-3.432,NOT,NOT,N,0.435,8
CC(=C)CC#CC=O,C4_P1,-2.32,-1.883,NOT,-5.95,N,-0.063,8
CC(=O)CC#CC#N,P1_N0,-0.824,-0.468,14.40,-7.53,A,-1.534,8
NC(=N)CC#CC=C,P2_N0,-0.096,-0.088,NOT,11.15,B,-5.86,8
NC(=N)CC#CC=O,P3_C5,0.878,0.449,19.03,11.06,B,-5.475,8
NC(=O)CC#CC=C,P2_N0,-0.124,-0.088,15.95,-4.62,A,-2.207,8
NC(=O)CC#CC=O,P3_C5,0.892,0.449,14.98,-4.91,A,-2.006,8
OC(=O)CC#CC=C,P1_C4,-1.345,-1.883,3.99,NOT,A,-3.342,8
FC(=C)CC#CC=C,C5_C4,-3.143,-4.08,19.30,NOT,N,0.45,8
FC(=C)CC#CC=O,C5_P1,-1.702,-1.116,17.96,-6.20,N,-0.522,8
FC(=C)CC#CC#N,C5_N0,-1.908,-2.665,17.23,NOT,N,0.516,8
CC(=C)CC#CC#C,C4_C4,-3.5,-4.847,NOT,NOT,N,0.527,8
NC(=N)CC#CC#C,P3_C4,-0.343,-0.318,NOT,11.06,B,-4.535,8
NC(=O)CC#CC#C,P3_C4,-0.412,-0.318,15.05,-4.94,A,-1.03,8
FC(=C)CC#CC#C,C5_C4,-2.924,-4.08,18.18,NOT,N,0.45,8
CCCC=CC(C)C,C1_C3,-5.902,-6.324,NOT,NOT,N,0.308,8
CC(C)C=CCCN,C2_P1,-2.21,-2.744,NOT,10.17,B,-1.378,8
CC(C)C=CCCO,C3_Nda,-2.498,-3.525,16.79,-2.02,N,0.439,8
CC(C)C=CCCF,C3_C4,-4.338,-5.354,NOT,NOT,N,0.47,8
CCCC=CC(C)N,C1_P1,-2.745,-2.854,NOT,9.87,B,-0.852,8
CC(N)C=CCCF,P1_C5,-0.906,-1.116,NOT,9.87,B,-2.945,8
CCCC=CC(C)O,C1_P1,-2.91,-2.854,16.93,-1.96,B,0.479,8
CC(O)C=CCCF,P1_C5,-1.482,-1.116,16.93,-1.96,B,-0.522,8
CCCC=CC(C)F,C1_C5,-4.818,-5.05,NOT,NOT,N,0.461,8
CC(F)C=CCCO,C5_Nda,-1.661,-2.251,16.79,-2.02,N,0.047,8
CC(F)C=CCCF,C5_C4,-2.828,-4.08,NOT,NOT,N,0.45,8
CCCC=CC(F)F,C1_N0,-3.953,-4.402,NOT,NOT,N,0.46,8
NCCC=CC(F)F,P1_C5,-0.837,-1.116,NOT,10.17,B,-3.239,8
OCCC=CC(F)F,Nda_N0,-1.126,-1.604,16.79,-2.02,N,-1.133,8
FCCC=CC(F)F,C4_N0,-2.32,-3.432,NOT,NOT,N,0.435,8
CNCC=CC(C)C,P1_C2,-2.086,-2.744,NOT,9.74,B,-0.969,8
CNCC=CC(F)F,P1_C5,-0.975,-1.116,NOT,9.73,B,-2.808,8
COCC=CC(C)C,Na_C3,-3.088,-3.525,NOT,-4.13,N,0.446,8
COCC=CC(C)F,Na_C5,-2.073,-2.251,NOT,-4.13,N,-0.062,8
COCC=CC(F)F,Na_N0,-1.908,-1.604,NOT,-4.13,N,-1.176,8
CCOC=CC(C)C,Na_C3,-3.802,-3.525,NOT,-4.72,N,0.446,8
CCOC=CC(C)N,Na_Nd,-1.071,-1.19,NOT,9.80,B,-4.278,8
CCOC=CC(C)O,C5_P1,-1.373,-1.116,15.21,-2.71,A,-0.522,8
CCOC=CC(C)F,Na_C5,-3.102,-2.251,NOT,-4.73,N,-0.062,8
CCNN=CC(C)F,P1_C5,-0.81,-1.116,19.97,3.60,B,-0.522,8
CCNN=CC(F)F,Nd_N0,-1.084,-1.604,16.99,1.53,B,-1.044,8
CCON=CC(C)C,P1_C3,-2.306,-2.39,NOT,4.41,B,0.285,8
CCON=CC(C)N,P1_Nd,-0.069,-0.055,NOT,9.05,B,-4.277,8
CCON=CC(C)F,Na_C5,-1.757,-2.251,19.71,2.46,B,-0.062,8
CCON=CC(F)F,Na_N0,-1.661,-1.604,16.49,0.42,B,-1.176,8
CCCN=CN(C)C,C4_P1,-1.441,-1.883,NOT,11.37,B,-3.833,8
CN(C)C=NCCN,P1_P2,1.139,1.46,NOT,11.06,B,-7.389,8
CCCN=CN(C)N,C4_P3,-0.508,-0.318,NOT,9.37,B,-2.974,8
CN(O)C=NCCO,P2_P1,1.386,1.46,14.97,7.35,B,-3.861,8
CN(C)N=CCCN,P1_P1,0.81,1.08,NOT,9.83,B,-5.556,8
CN(C)N=CCCO,P1_P1,0.892,1.08,15.89,4.53,B,-3.133,8
CNCC=NN(C)C,Nd_P2,0.549,0.325,NOT,8.00,B,-3.755,8
COCC=NN(C)C,Na_P2,0.247,0.325,NOT,4.18,B,-3.237,8
CC(C)C=CCC=C,C3_C3,-5.312,-5.86,NOT,NOT,N,0.195,8
CC(C)C=CCC=O,C3_Na,-2.649,-3.525,18.10,-7.04,N,0.446,8
CC(C)C=CCC#N,C3_P1,-2.567,-2.39,NOT,NOT,N,0.285,8
CC(N)C=CCC=C,P1_C2,-2.292,-2.744,NOT,9.87,B,-1.092,8
CC(O)C=CCC=C,Nda_C3,-2.388,-3.525,17.01,-1.92,B,0.439,8
CC(F)C=CCC=C,C5_C3,-4.187,-4.587,NOT,NOT,N,0.477,8
CC(F)C=CCC#N,C5_P1,-1.922,-1.116,NOT,NOT,N,-0.522,8
FC(F)C=CCC=C,N0_C3,-3.239,-3.939,NOT,NOT,N,0.365,8
FC(F)C=CCC=O,N0_Na,-1.428,-1.604,17.68,-7.04,N,-1.176,8
FC(F)C=CCC#N,N0_N0,-2.512,-2.017,NOT,NOT,N,-0.05,8
CC(C)C=CNC=N,C3_P3,-0.851,-0.825,NOT,11.54,B,-4.539,8
CC(C)C=CNC=O,C3_P3,-1.331,-0.825,14.38,-4.84,A,-0.801,8
CC(N)C=CNC=N,Nd_P3,1.688,1.511,NOT,11.41,B,-7.695,8
CC(N)C=CNC=O,Nd_P3,2.032,1.511,14.35,9.44,B,-5.956,8
CC(O)C=CNC=N,Nda_P3,1.29,1.511,15.27,11.30,B,-7.568,8
CC(O)C=CNC=O,P1_P2,0.975,1.46,14.27,-2.68,A,-3.821,8
CC(C)C=COC=C,C3_C5,-3.775,-4.587,NOT,-5.13,N,0.477,8
CC(C)C=COC=O,C3_P1,-2.745,-2.39,NOT,-6.94,N,0.285,8
CC(N)C=COC=C,Nd_Na,-0.892,-1.19,NOT,9.80,B,-4.278,8
CC(O)C=COC=C,Nda_Na,-1.235,-1.19,15.21,-2.71,A,-1.991,8
CC(F)C=COC=C,C5_Na,-3.102,-2.251,NOT,-5.14,N,-0.062,8
CC(F)C=COC=O,C5_P1,-1.661,-1.116,NOT,-6.94,N,-0.522,8
FC(F)C=COC=C,N0_Na,-2.402,-1.604,NOT,-5.15,N,-1.176,8
FC(F)C=COC=O,C5_P1,-1.057,-1.116,NOT,-6.94,N,-0.522,8
CC(C)C=NNC=O,C3_P4,-0.755,-0.707,12.11,2.68,A,-1.587,8
CC(N)C=NNC=N,Nd_P4,1.139,1.628,19.39,7.81,B,-5.311,8
CC(N)C=NNC=O,Nd_P4,1.304,1.628,12.08,8.68,B,-6.155,8
CC(C)C=NOC=O,C3_P2,-1.592,-2.01,NOT,2.28,B,-0.152,8
CC(N)C=NOC=O,P1_P1,0.878,1.08,NOT,9.05,B,-4.782,8
CC(O)C=NOC=O,Nda_P2,0.494,0.325,14.58,0.99,B,-3.314,8
CC(F)C=NOC=O,C5_P2,-0.933,-0.736,19.67,0.40,B,-1.086,8
FC(F)C=NOC=O,N0_P1,-0.494,-0.468,16.40,-1.55,B,-1.534,8
CC(C)N=CNC=C,C3_P2,-1.441,-2.01,NOT,10.48,B,-3.056,8
CN(C)C=NCC=C,P1_C5,-0.865,-1.116,NOT,10.87,B,-3.914,8
CN(C)C=NCC=O,P2_Na,0.631,0.325,16.90,9.96,B,-5.776,8
CN(O)C=NCC=O,P2_Na,0.384,0.325,15.24,6.52,B,-3.237,8
CN(C)C=NNC=N,P1_P2,1.249,1.46,17.82,8.43,B,-4.85,8
CN(O)C=NNC=N,P2_P2,1.716,1.84,15.22,6.45,B,-4.307,8
CN(C)N=CNC=C,P1_P1,1.071,1.08,NOT,8.42,B,-4.153,8
CC(C)C=CCC#C,C3_C5,-4.489,-4.587,NOT,NOT,N,0.477,8
CC(N)C=CCC#C,P1_C5,-1.345,-1.116,NOT,9.87,B,-2.945,8
CC(O)C=CCC#C,Nda_C5,-1.592,-2.251,16.95,-1.95,B,0.047,8
CC(F)C=CCC#C,C5_C5,-2.567,-3.313,NOT,NOT,N,0.641,8
FC(F)C=CCC#C,N0_C5,-2.91,-2.665,NOT,NOT,N,0.516,8
CN(C)C=NCC#C,P1_N0,-0.426,-0.468,NOT,9.72,B,-3.844,8
CN(C)N=CCC#C,P2_C5,-0.631,-0.736,NOT,4.36,B,-1.086,8
CCCC=CC(C)=C,C1_C4,-5.793,-5.817,NOT,NOT,N,0.421,8
CC(=C)C=CCCN,C3_P1,-1.949,-2.39,NOT,10.17,B,-2.077,8
CC(=C)C=CCCO,C4_Nda,-2.443,-3.019,16.87,-1.98,B,0.489,8
CC(=C)C=CCCF,C4_C4,-3.651,-4.847,NOT,NOT,N,0.527,8
CCCC=CC(C)=O,C1_P1,-2.567,-2.854,19.85,-4.56,N,0.479,8
CCCC=CC(N)=N,C1_P3,-1.469,-1.288,NOT,12.48,B,-4.065,8
NCCC=CC(N)=N,Nd_P3,1.208,1.511,NOT,12.47,B,-8.22,8
NC(=N)C=CCCO,P2_P1,1.016,1.46,16.87,12.47,B,-8.472,8
CCCC=CC(N)=O,C1_P3,-1.084,-1.288,16.99,-0.00,B,0.031,8
NCCC=CC(N)=O,Nd_P3,2.059,1.511,16.85,9.87,B,-6.37,8
CCCC=CC(O)=O,C1_P1,-2.457,-2.854,4.93,NOT,A,-0.879,8
OC(=O)C=CCCF,P1_C5,-0.824,-1.116,4.40,NOT,A,-3.483,8
CCCC=CC(F)=C,C1_C5,-4.804,-5.05,NOT,NOT,N,0.461,8
NCCC=CC(F)=C,P1_C4,-1.441,-1.883,NOT,10.17,B,-2.692,8
OCCC=CC(F)=C,Nda_C5,-1.771,-2.251,16.87,-1.98,B,0.047,8
CNCC=CC(N)=O,P1_P2,0.988,1.46,16.84,9.57,B,-5.98,8
CNCC=CC(F)=C,P1_C4,-1.4,-1.883,NOT,9.78,B,-2.311,8
COCC=CC(C)=C,Na_C4,-3.281,-3.019,NOT,-4.13,N,0.336,8
COCC=CC(N)=N,Na_P2,0.59,0.325,NOT,12.25,B,-7.768,8
COCC=CC(N)=O,Na_P2,0.549,0.325,16.48,-0.10,B,-3.237,8
COCC=CC(F)=C,Na_C5,-2.004,-2.251,NOT,-4.13,N,-0.062,8
CCNC=CC(N)=O,Nd_P2,0.453,0.325,16.79,-0.24,B,-3.155,8
CCNC=CC(O)=O,Nd_P1,-0.041,-0.055,3.36,4.99,A,-6.646,8
CCOC=CC(C)=C,Na_C4,-3.775,-3.019,NOT,-4.73,N,0.336,8
CCOC=CC(O)=O,C5_P1,-1.455,-1.116,4.33,-4.77,A,-3.552,8
CCOC=CC(F)=C,Na_C5,-3.39,-2.251,NOT,-4.75,N,-0.062,8
CCNN=CC(C)=C,P1_N0,-0.824,-0.468,NOT,5.06,B,-1.534,8
CCNN=CC(N)=N,Nd_P3,1.043,1.511,18.78,9.44,B,-5.956,8
CCNN=CC(N)=O,C5_P3,0.522,0.449,15.89,1.33,B,-2.006,8
CCNN=CC(O)=O,P1_P1,1.359,1.08,4.11,-0.36,A,-6.419,8
CCON=CC(C)=C,P1_C4,-3.006,-1.883,NOT,4.81,B,-0.062,8
CCON=CC(N)=O,Na_P3,1.029,1.511,15.48,0.44,B,-4.203,8
CCON=CC(F)=C,Na_C5,-2.539,-2.251,NOT,1.46,B,-0.062,8
CC(=C)C=CCC=C,C4_C3,-4.722,-5.354,NOT,NOT,N,0.47,8
CC(=C)C=CCC=O,C4_Na,-2.032,-3.019,17.94,-7.04,N,0.336,8
CC(=C)C=CCC#N,C4_P1,-2.196,-1.883,NOT,NOT,N,-0.063,8
CC(=O)C=CCC=C,P1_C3,-1.922,-2.39,19.84,-4.73,N,0.285,8
CC(=O)C=CCC=O,Na_Na,-0.92,-1.19,16.79,-5.03,N,-2.22,8
NC(=N)C=CCC=O,P2_Na,0.357,0.325,17.60,12.42,B,-7.876,8
OC(=O)C=CCC=C,P1_C2,-1.908,-2.744,4.81,NOT,A,-1.245,8
FC(=C)C=CCC=C,C5_C3,-4.228,-4.587,NOT,NOT,N,0.477,8
FC(=C)C=CCC=O,C5_Na,-1.579,-2.251,17.48,-7.04,N,-0.062,8
FC(=C)C=CCC#N,C5_N0,-2.265,-2.665,NOT,NOT,N,0.516,8
CC(=C)C=CNC=O,C3_P3,-0.645,-0.825,14.31,-4.92,A,-0.801,8
CC(=O)C=CNC=O,Na_P2,0.535,0.325,14.18,-4.76,A,-3.237,8
NC(=N)C=CNC=N,P2_P3,2.114,3.026,19.78,12.11,B,-9.162,8
NC(=N)C=CNC=O,P2_P3,2.333,3.026,14.21,12.04,B,-9.143,8
NC(=O)C=CNC=N,P2_P3,2.416,3.026,16.30,10.50,B,-8.174,8
NC(=O)C=CNC=O,P2_P3,2.045,3.026,14.12,-0.31,A,-5.188,8
OC(=O)C=CNC=O,Nda_P3,1.441,1.511,3.13,-5.47,A,-7.994,8
FC(=C)C=CNC=N,C4_P3,-0.48,-0.318,NOT,10.83,B,-4.339,8
FC(=C)C=CNC=O,C4_P3,-0.453,-0.318,14.20,-5.04,A,-1.03,8
NC(=N)C=CNN=C,P3_Nd,1.071,1.511,18.91,11.87,B,-7.98,8
OC(=O)C=CNN=C,P1_P2,1.071,1.46,4.30,3.57,A,-6.912,8
CC(=C)C=COC=C,C4_Na,-3.596,-3.019,NOT,-5.14,N,0.336,8
CC(=C)C=COC=O,C4_P1,-2.416,-1.883,NOT,-6.94,N,-0.063,8
OC(=O)C=COC=C,P1_C5,-1.496,-1.116,4.21,-5.17,A,-3.67,8
FC(=C)C=COC=C,C5_C5,-3.034,-3.313,NOT,-5.16,N,0.641,8
FC(=C)C=COC=O,C5_P1,-2.004,-1.116,NOT,-6.94,N,-0.522,8
CC(=O)C=NNC=O,Na_P2,0.302,0.325,11.92,-1.23,A,-3.237,8
NC=NN=CC(O)=O,P3_P1,1.894,2.646,3.10,4.88,A,-8.691,8
OC(=O)C=NNC=O,P1_P2,1.702,1.46,2.52,-3.17,A,-8.485,8
CC(=C)C=NOC=O,C4_P2,-1.51,-1.503,NOT,2.72,B,-0.375,8
NC(=N)C=NOC=O,P2_P2,1.386,1.84,NOT,8.34,B,-5.246,8
NC(=O)C=NOC=O,P2_P2,1.455,1.84,14.76,-1.55,A,-4.307,8
FC(=C)C=NOC=O,C5_P1,-1.222,-1.116,NOT,-0.54,B,-0.522,8
NC(=N)NC=NC=C,P4_N0,1.277,1.214,NOT,10.82,B,-6.782,8
NC(=O)NC=NC=C,P4_N0,1.249,1.214,11.60,4.62,B,-3.741,8
CC(=C)C=CCC#C,C4_C5,-3.596,-4.08,NOT,NOT,N,0.45,8
